,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Family_size
453,1,1,1,0.610454888162855,1,0,0.17391981561855152,2,1
455,1,3,1,0.35913546117114853,0,0,0.015411575213749286,2,0
456,0,1,1,0.8115104297562202,0,0,0.051822148727810165,1,0
457,1,1,0,0.34656948982156316,1,0,0.10122885832000206,1,1
458,1,2,0,0.6230208595124404,0,0,0.020494635090094415,1,0
460,1,1,1,0.5978889168132697,0,0,0.051822148727810165,1,0
461,0,3,1,0.4219653179190751,0,0,0.015712553569072387,1,0
462,0,1,1,0.5853229454636844,0,0,0.07514699533034619,1,0
463,0,2,1,0.5978889168132697,0,0,0.025374310111545468,1,0
465,0,3,1,0.4722292033174164,0,0,0.013760683560491965,1,0
467,0,1,1,0.6984166876099522,0,0,0.051822148727810165,1,0
468,0,3,1,0.34656948982156316,0,0,0.015078195816283748,3,0
469,1,3,0,0.0041467705453631576,2,1,0.03758969818624431,2,3
471,0,3,1,0.4722292033174164,0,0,0.016908073949327893,1,0
472,1,2,0,0.4093993465694898,1,2,0.05416439273810667,1,3
473,1,2,0,0.2837396330736366,0,0,0.026919605597338588,2,0
474,0,3,0,0.2711736617240512,0,0,0.019201521209409888,1,0
475,0,1,1,0.34656948982156316,0,0,0.10149724044618187,1,0
477,0,3,1,0.35913546117114853,1,0,0.013752485706455927,1,1
478,0,3,1,0.2711736617240512,0,0,0.014679623960531627,1,0
479,1,3,0,0.01985423473234481,0,1,0.023983602730431916,1,1
480,0,3,1,0.10781603417944208,5,2,0.09154270340242172,1,7
482,0,3,1,0.6230208595124404,0,0,0.015712553569072387,1,0
483,1,3,0,0.7863784870570495,0,0,0.018713553707264782,1,0
484,1,1,1,0.3088715757728072,1,0,0.17777475888549785,2,1
486,1,1,0,0.4345312892686604,1,0,0.17566830077223786,1,1
487,0,1,1,0.723548630309123,0,0,0.057970539254838485,2,0
489,1,3,1,0.10781603417944208,1,1,0.031034733136428686,1,2
491,0,3,1,0.2586076903744659,0,0,0.014151057562208049,1,0
492,0,1,1,0.685850716260367,0,0,0.05953203526170282,1,0
493,0,1,1,0.8869062578537321,0,0,0.09662576327876685,2,0
495,0,3,1,0.34656948982156316,0,0,0.028220722145058292,2,0
496,1,1,0,0.6732847449107816,1,0,0.1527664244005612,2,1
497,0,3,1,0.34656948982156316,0,0,0.029473237129564348,1,0
498,0,1,0,0.3088715757728072,1,2,0.29580589980036276,1,3
499,0,3,1,0.2963056044232219,0,0,0.015216388212891242,1,0
501,0,3,0,0.2586076903744659,0,0,0.015126992566498259,3,0
502,0,3,0,0.34656948982156316,0,0,0.014891206669461744,3,0
503,0,3,0,0.4596632319678311,0,0,0.018713553707264782,1,0
504,1,1,0,0.19577783362653933,0,0,0.16883675574220638,1,0
505,0,1,1,0.22090977632571,1,0,0.2125586439344078,2,1
506,1,2,0,0.4093993465694898,0,2,0.050748620223090936,1,2
508,0,3,1,0.34656948982156316,0,0,0.04396587194327397,1,0
509,1,3,1,0.32143754712239253,0,0,0.11027245763075773,1,0
510,1,3,1,0.35913546117114853,0,0,0.015126992566498259,3,0
512,1,1,1,0.4470972606182458,0,0,0.05130978285055781,1,0
513,1,1,0,0.6732847449107816,1,0,0.11594107850967697,2,1
514,0,3,1,0.2963056044232219,0,0,0.014630827210317117,1,0
515,0,1,1,0.5853229454636844,0,0,0.06640417918791278,1,0
516,1,2,0,0.4219653179190751,0,0,0.020494635090094415,1,0
517,0,3,1,0.34656948982156316,0,0,0.04713766070721715,3,0
518,1,2,0,0.4470972606182458,1,0,0.050748620223090936,1,1
519,0,3,1,0.39683337521990447,0,0,0.015411575213749286,1,0
520,1,1,0,0.37170143252073384,0,0,0.18249984580226933,1,0
523,1,1,0,0.5476250314149284,0,1,0.11316786160148591,2,1
524,0,3,1,0.34656948982156316,0,0,0.014110458666029575,2,0
525,0,3,1,0.5036441316913798,0,0,0.015126992566498259,3,0
527,0,1,1,0.34656948982156316,0,0,0.4328841690069588,1,0
528,0,3,1,0.4847951746670017,0,0,0.015468569817999833,1,0
529,0,2,1,0.2837396330736366,2,1,0.022446505098674838,1,3
530,1,2,0,0.01985423473234481,1,1,0.050748620223090936,1,2
532,0,3,1,0.20834380497612465,1,1,0.014110458666029575,2,2
533,1,3,0,0.34656948982156316,0,2,0.04364049521284362,2,2
534,0,3,0,0.37170143252073384,0,0,0.016908073949327893,1,0
535,1,2,0,0.08268409148027142,0,2,0.05123658772523604,1,2
536,0,1,1,0.5601910027645137,0,0,0.051822148727810165,1,0
537,1,1,0,0.37170143252073384,0,0,0.20772776566317125,2,0
538,0,3,1,0.34656948982156316,0,0,0.028302115124416098,1,0
539,1,1,0,0.2711736617240512,0,2,0.09661756542473082,2,2
540,1,1,0,0.4470972606182458,0,2,0.13858277060920987,1,2
541,0,3,0,0.10781603417944208,4,2,0.06104473451835265,1,6
542,0,3,0,0.1329479768786127,4,2,0.06104473451835265,1,6
543,1,2,1,0.39683337521990447,1,0,0.050748620223090936,1,1
544,0,1,1,0.6230208595124404,1,0,0.20772776566317125,2,1
545,0,1,1,0.7989444584066349,0,0,0.050748620223090936,1,0
546,1,2,0,0.2334757476752953,1,0,0.050748620223090936,1,1
547,1,2,1,0.34656948982156316,0,0,0.02705779799394608,2,0
548,0,3,1,0.4093993465694898,1,1,0.04006213192611313,1,2
549,1,2,1,0.09525006282985675,1,1,0.07173122281533045,1,2
550,1,1,1,0.20834380497612465,0,2,0.21642978772242535,2,2
551,0,2,1,0.33400351847197784,0,0,0.050748620223090936,1,0
552,0,3,1,0.34656948982156316,0,0,0.015281580671177828,3,0
553,1,3,1,0.2711736617240512,0,0,0.014102260811993537,2,0
554,1,3,0,0.2711736617240512,0,0,0.015175789316712771,1,0
556,1,1,0,0.5978889168132697,1,0,0.07729405233978466,2,1
557,0,1,1,0.34656948982156316,0,0,0.4440992237022602,2,0
558,1,1,0,0.4847951746670017,1,1,0.1554664461834305,1,2
559,1,3,0,0.4470972606182458,1,0,0.033962538149299316,1,1
561,0,3,1,0.49736114601658704,0,0,0.015411575213749286,1,0
562,0,2,1,0.34656948982156316,0,0,0.026350245115835676,1,0
565,0,3,1,0.2963056044232219,2,0,0.04713766070721715,1,2
566,0,3,1,0.2334757476752953,0,0,0.015411575213749286,1,0
567,0,3,0,0.35913546117114853,0,4,0.04113566043083236,1,4
569,1,3,1,0.39683337521990447,0,0,0.015330377421392339,1,0
570,1,2,1,0.7738125157074642,0,0,0.020494635090094415,1,0
571,1,1,0,0.6607187735611963,2,0,0.10048070654571319,1,2
572,1,1,1,0.4470972606182458,0,0,0.051504969851415845,1,0
574,0,3,1,0.19577783362653933,0,0,0.015712553569072387,1,0
575,0,3,1,0.2334757476752953,0,0,0.028302115124416098,1,0
576,1,2,0,0.4219653179190751,0,0,0.025374310111545468,1,0
577,1,1,0,0.4847951746670017,1,0,0.1091095334796455,1,1
578,0,3,0,0.34656948982156316,1,0,0.028220722145058292,2,1
579,1,3,1,0.39683337521990447,0,0,0.015468569817999833,1,0
580,1,2,0,0.3088715757728072,1,1,0.05855610025741262,1,2
581,1,1,0,0.4847951746670017,1,1,0.21642978772242535,2,2
582,0,2,1,0.6732847449107816,0,0,0.050748620223090936,1,0
583,0,1,1,0.4470972606182458,0,0,0.07831878409428937,2,0
584,0,3,1,0.34656948982156316,0,0,0.017005667449756914,2,0
585,1,1,0,0.22090977632571,0,2,0.1554664461834305,1,2
586,0,2,1,0.5853229454636844,0,0,0.02927805012870631,1,0
587,1,1,1,0.7486805730082936,1,1,0.15458810467956932,2,2
590,0,3,1,0.4345312892686604,0,0,0.013907073811135496,1,0
591,1,1,0,0.648152802211611,1,0,0.1527664244005612,2,1
592,0,3,1,0.5853229454636844,0,0,0.014151057562208049,1,0
593,0,3,0,0.34656948982156316,0,2,0.015126992566498259,3,2
594,0,2,1,0.4596632319678311,1,0,0.050748620223090936,1,1
595,0,3,1,0.4470972606182458,1,1,0.04713766070721715,1,2
596,1,2,0,0.34656948982156316,0,0,0.06441171028315387,1,0
597,0,3,1,0.610454888162855,0,0,0.0,1,0
599,1,1,1,0.610454888162855,1,0,0.11111839809247648,2,1
600,1,2,0,0.2963056044232219,2,1,0.05270049023167135,1,3
602,0,1,1,0.34656948982156316,0,0,0.08275928836380983,1,0
603,0,3,1,0.5476250314149284,0,0,0.015712553569072387,1,0
604,1,1,1,0.4345312892686604,0,0,0.051822148727810165,2,0
605,0,3,1,0.4470972606182458,1,0,0.030351578633425542,1,1
606,0,3,1,0.37170143252073384,0,0,0.015411575213749286,1,0
607,1,1,1,0.33400351847197784,0,0,0.05953203526170282,1,0
608,1,2,0,0.2711736617240512,1,2,0.08115719346076702,2,3
609,1,1,0,0.49736114601658704,0,0,0.2995388511917728,1,0
610,0,3,0,0.4847951746670017,1,5,0.06104473451835265,1,6
611,0,3,1,0.34656948982156316,0,0,0.013760683560491965,1,0
615,1,2,0,0.2963056044232219,1,2,0.12687155055772734,1,3
616,0,3,1,0.4219653179190751,1,1,0.028106928123558056,1,2
617,0,3,0,0.32143754712239253,1,0,0.031425107138144774,1,1
618,1,2,0,0.04498617743151546,2,1,0.07612293033463641,1,3
619,0,2,1,0.32143754712239253,0,0,0.020494635090094415,1,0
620,0,3,1,0.33400351847197784,1,0,0.028212719478023115,2,1
621,1,1,1,0.5224930887157577,1,0,0.10257896680493714,1,1
622,1,3,1,0.24604171902488062,1,1,0.030725752114070404,2,2
623,0,3,1,0.2586076903744659,0,0,0.015330377421392339,1,0
624,0,3,1,0.2586076903744659,0,0,0.031425107138144774,1,0
625,0,1,1,0.7612465443578789,0,0,0.06308600017332605,1,0
626,0,2,1,0.7109826589595376,0,0,0.024105594605968193,3,0
627,1,1,0,0.2586076903744659,0,0,0.15216446768991498,1,0
628,0,3,1,0.32143754712239253,0,0,0.015411575213749286,1,0
629,0,3,1,0.34656948982156316,0,0,0.015094396337354966,3,0
630,1,1,1,1.0,0,0,0.05855610025741262,1,0
631,0,3,1,0.6355868308620256,0,0,0.013768881414528002,1,0
632,1,1,1,0.39683337521990447,0,0,0.05953203526170282,2,0
633,0,1,1,0.34656948982156316,0,0,0.0,1,0
634,0,3,0,0.10781603417944208,3,2,0.05445717323939373,1,5
637,0,2,1,0.38426740387031916,1,1,0.05123658772523604,1,2
638,0,3,0,0.5099271173661725,0,5,0.07746484096553544,1,5
639,0,3,1,0.34656948982156316,1,0,0.031425107138144774,1,1
642,0,3,0,0.01985423473234481,3,2,0.05445717323939373,1,5
643,1,3,1,0.34656948982156316,0,0,0.11027245763075773,1,0
645,1,1,1,0.5978889168132697,1,0,0.1497654242623688,2,1
647,1,1,1,0.6984166876099522,0,0,0.06929138530460494,2,0
648,0,3,1,0.34656948982156316,0,0,0.014736618564782174,1,0
649,1,3,0,0.2837396330736366,0,0,0.014736618564782174,1,0
651,1,2,0,0.22090977632571,0,1,0.044893010197349675,1,1
652,0,3,1,0.2586076903744659,0,0,0.01646070534336126,1,0
653,1,3,0,0.34656948982156316,0,0,0.015281580671177828,3,0
654,0,3,0,0.22090977632571,0,0,0.013175122557917838,3,0
655,0,2,1,0.2963056044232219,2,0,0.1434624456306609,1,2
657,0,3,0,0.39683337521990447,1,1,0.030253985132996517,3,2
658,0,2,1,0.2837396330736366,0,0,0.025374310111545468,1,0
659,0,1,1,0.723548630309123,0,2,0.22109807522194713,2,2
660,1,1,1,0.6230208595124404,2,0,0.2608674266467732,1,2
661,0,3,1,0.49736114601658704,0,0,0.014102260811993537,2,0
662,0,1,1,0.5853229454636844,0,0,0.04994347384455151,1,0
663,0,3,1,0.4470972606182458,0,0,0.014630827210317117,1,0
664,1,3,1,0.24604171902488062,1,0,0.015468569817999833,1,1
665,0,2,1,0.39683337521990447,2,0,0.1434624456306609,1,2
667,0,3,1,0.34656948982156316,0,0,0.015175789316712771,1,0
668,0,3,1,0.5350590600653431,0,0,0.015712553569072387,1,0
669,1,1,0,0.34656948982156316,1,0,0.10149724044618187,1,1
670,1,2,0,0.49736114601658704,1,1,0.07612293033463641,1,2
671,0,1,1,0.38426740387031916,1,0,0.10149724044618187,1,1
672,0,2,1,0.8743402865041467,0,0,0.020494635090094415,1,0
673,1,2,1,0.38426740387031916,0,0,0.025374310111545468,1,0
675,0,3,1,0.22090977632571,0,0,0.015175789316712771,1,0
676,0,3,1,0.30258859009801453,0,0,0.015712553569072387,1,0
677,1,3,0,0.22090977632571,0,0,0.019209719063445922,1,0
678,0,3,0,0.5350590600653431,1,6,0.09154270340242172,1,7
679,1,1,1,0.4470972606182458,0,1,1.0,2,1
680,0,3,0,0.34656948982156316,0,0,0.01588334219482317,3,0
681,1,1,1,0.33400351847197784,0,0,0.1497654242623688,2,0
682,0,3,1,0.24604171902488062,0,0,0.01800600082915438,1,0
683,0,3,1,0.17064589092736868,5,2,0.09154270340242172,1,7
684,0,2,1,0.7486805730082936,1,1,0.07612293033463641,1,2
685,0,2,1,0.3088715757728072,1,2,0.08115719346076702,2,3
686,0,3,1,0.17064589092736868,4,1,0.07746484096553544,1,5
687,0,3,1,0.2334757476752953,0,0,0.019852079483269742,1,0
688,0,3,1,0.22090977632571,0,0,0.015216388212891242,1,0
689,1,1,0,0.18321186227695402,0,1,0.41250332793836464,1,1
690,1,1,1,0.38426740387031916,1,0,0.11125659048908397,1,1
691,1,3,0,0.04498617743151546,0,1,0.026187654344120927,2,1
693,0,3,1,0.3088715757728072,0,0,0.014102260811993537,2,0
694,0,1,1,0.7486805730082936,0,0,0.051822148727810165,1,0
695,0,2,1,0.648152802211611,0,0,0.026350245115835676,1,0
697,1,3,0,0.34656948982156316,0,0,0.015094396337354966,3,0
698,0,1,1,0.610454888162855,1,1,0.21642978772242535,2,2
699,0,3,1,0.5224930887157577,0,0,0.014931805565640218,1,0
700,1,1,0,0.22090977632571,1,0,0.4440992237022602,2,1
701,1,1,1,0.4345312892686604,0,0,0.05130978285055781,1,0
702,0,3,0,0.22090977632571,0,1,0.028212719478023115,2,1
703,0,3,1,0.3088715757728072,0,0,0.015110792045427042,3,0
704,0,3,1,0.32143754712239253,1,0,0.015330377421392339,1,1
705,0,2,1,0.4847951746670017,0,0,0.050748620223090936,1,0
706,1,2,0,0.5601910027645137,0,0,0.026350245115835676,1,0
707,1,1,1,0.5224930887157577,0,0,0.05130978285055781,1,0
708,1,1,0,0.2711736617240512,0,0,0.29580589980036276,1,0
710,1,1,0,0.2963056044232219,0,0,0.09662576327876685,2,0
711,0,1,1,0.34656948982156316,0,0,0.051822148727810165,1,0
712,1,1,1,0.5978889168132697,1,0,0.10149724044618187,1,1
713,0,3,1,0.35913546117114853,0,0,0.018510168852370702,1,0
714,0,2,1,0.648152802211611,0,0,0.025374310111545468,1,0
715,0,3,1,0.2334757476752953,0,0,0.014931805565640218,1,0
716,1,1,0,0.4722292033174164,0,0,0.4440992237022602,2,0
717,1,2,0,0.33400351847197784,0,0,0.020494635090094415,1,0
718,0,3,1,0.34656948982156316,0,0,0.030253985132996517,3,0
719,0,3,1,0.4093993465694898,0,0,0.015175789316712771,1,0
720,1,2,0,0.0701181201306861,0,1,0.06441171028315387,1,1
721,0,3,1,0.20834380497612465,1,0,0.013768881414528002,1,1
722,0,2,1,0.4219653179190751,0,0,0.025374310111545468,1,0
723,0,2,1,0.6230208595124404,0,0,0.025374310111545468,1,0
724,1,1,1,0.33400351847197784,1,0,0.10364429745562033,1,1
725,0,3,1,0.24604171902488062,0,0,0.016908073949327893,1,0
726,1,2,0,0.37170143252073384,3,0,0.04098927018018883,1,3
727,1,3,0,0.34656948982156316,0,0,0.015102594191391004,3,0
728,0,2,1,0.3088715757728072,1,0,0.050748620223090936,1,1
729,0,3,0,0.3088715757728072,1,0,0.015468569817999833,1,1
730,1,1,0,0.35913546117114853,0,0,0.41250332793836464,1,0
731,0,3,1,0.1329479768786127,0,0,0.036670757786204655,2,0
735,0,3,1,0.35285247549635584,0,0,0.031425107138144774,1,0
736,0,3,0,0.5978889168132697,1,3,0.06709553154495196,1,4
737,1,1,1,0.4345312892686604,0,0,1.0,2,0
740,1,1,1,0.34656948982156316,0,0,0.05855610025741262,1,0
741,0,1,1,0.4470972606182458,1,0,0.15390495017656614,1,1
742,1,1,0,0.2586076903744659,2,2,0.5121218935012878,2,4
743,0,3,1,0.2963056044232219,1,0,0.031425107138144774,1,1
744,1,3,1,0.38426740387031916,0,0,0.015468569817999833,1,0
745,0,1,1,0.8743402865041467,1,1,0.13858277060920987,1,2
746,0,3,1,0.19577783362653933,1,1,0.03952536767375352,1,2
747,1,2,0,0.37170143252073384,0,0,0.025374310111545468,1,0
748,0,1,1,0.2334757476752953,1,0,0.10364429745562033,1,1
749,0,3,1,0.38426740387031916,0,0,0.015126992566498259,3,0
750,1,2,0,0.04498617743151546,1,1,0.044893010197349675,1,2
751,1,3,1,0.0701181201306861,0,1,0.024349578357040744,1,1
752,0,3,1,0.4093993465694898,0,0,0.018542765081513996,1,0
753,0,3,1,0.2837396330736366,0,0,0.015411575213749286,1,0
754,1,2,0,0.5978889168132697,1,2,0.12687155055772734,1,3
755,1,2,1,0.003141492837396331,1,1,0.028302115124416098,1,2
756,0,3,1,0.34656948982156316,0,0,0.015216388212891242,1,0
759,1,1,0,0.4093993465694898,0,0,0.16883675574220638,1,0
761,0,3,1,0.5099271173661725,0,0,0.013907073811135496,1,0
762,1,3,1,0.24604171902488062,0,0,0.014110458666029575,2,0
763,1,1,0,0.4470972606182458,1,2,0.23422440102965048,1,3
764,0,3,1,0.19577783362653933,0,0,0.015175789316712771,1,0
765,1,1,0,0.6355868308620256,1,0,0.15216446768991498,1,1
766,0,1,1,0.34656948982156316,0,0,0.07729405233978466,2,0
767,0,3,0,0.3779844181955265,0,0,0.015126992566498259,3,0
768,0,3,1,0.34656948982156316,1,0,0.04713766070721715,3,1
769,0,3,1,0.39683337521990447,0,0,0.016322512946753766,1,0
770,0,3,1,0.2963056044232219,0,0,0.018542765081513996,1,0
771,0,3,1,0.5978889168132697,0,0,0.015330377421392339,1,0
772,0,2,0,0.7109826589595376,0,0,0.020494635090094415,1,0
774,1,2,0,0.6732847449107816,1,3,0.044893010197349675,1,4
775,0,3,1,0.22090977632571,0,0,0.015126992566498259,1,0
777,1,3,0,0.05755214878110078,0,0,0.024349578357040744,1,0
778,0,3,1,0.34656948982156316,0,0,0.015102594191391004,3,0
779,1,1,0,0.5350590600653431,0,1,0.41250332793836464,1,1
780,1,3,0,0.15807991957778336,0,0,0.014110458666029575,2,0
781,1,1,0,0.20834380497612465,1,0,0.11125659048908397,1,1
782,0,1,1,0.35913546117114853,0,0,0.05855610025741262,1,0
783,0,3,1,0.34656948982156316,1,2,0.04577135170121086,1,3
784,0,3,1,0.3088715757728072,0,0,0.013760683560491965,1,0
785,0,3,1,0.3088715757728072,0,0,0.014151057562208049,1,0
786,1,3,0,0.22090977632571,0,0,0.014630827210317117,1,0
787,0,3,1,0.09525006282985675,4,1,0.05684821399990475,3,5
788,1,3,1,0.007288263382759488,1,2,0.04015972542654215,1,3
789,0,1,1,0.5727569741140991,0,0,0.15458810467956932,2,0
791,0,2,1,0.19577783362653933,0,0,0.050748620223090936,1,0
793,0,1,1,0.34656948982156316,0,0,0.05991421140938287,2,0
794,0,3,1,0.3088715757728072,0,0,0.015411575213749286,1,0
795,0,2,1,0.4847951746670017,0,0,0.025374310111545468,1,0
796,1,1,0,0.610454888162855,0,0,0.050610427826483444,1,0
797,1,3,0,0.38426740387031916,0,0,0.016948672845506364,1,0
798,0,3,1,0.37170143252073384,0,0,0.014110458666029575,2,0
799,0,3,0,0.37170143252073384,1,1,0.04713766070721715,1,2
801,1,2,0,0.38426740387031916,1,1,0.05123658772523604,1,2
802,1,1,1,0.1329479768786127,1,2,0.23422440102965048,1,3
803,1,3,1,0.0,0,1,0.016623491302076868,2,1
804,1,3,1,0.33400351847197784,0,0,0.013614293309848433,1,0
805,0,3,1,0.38426740387031916,0,0,0.015175789316712771,1,0
806,0,1,1,0.4847951746670017,0,0,0.0,1,0
807,0,3,0,0.22090977632571,0,0,0.015175789316712771,1,0
809,1,1,0,0.4093993465694898,1,0,0.10364429745562033,1,1
810,0,3,1,0.32143754712239253,0,0,0.015395374692678068,1,0
811,0,3,1,0.4847951746670017,0,0,0.04713766070721715,1,0
812,0,2,1,0.4345312892686604,0,0,0.020494635090094415,1,0
813,0,3,0,0.0701181201306861,4,2,0.06104473451835265,1,6
814,0,3,1,0.3779844181955265,0,0,0.015712553569072387,1,0
816,0,3,0,0.2837396330736366,0,0,0.015468569817999833,1,0
817,0,2,1,0.38426740387031916,1,1,0.07222738817151159,2,2
818,0,3,1,0.5350590600653431,0,0,0.012589561555343713,1,0
819,0,3,1,0.12038200552902739,3,2,0.05445717323939373,1,5
820,1,1,0,0.648152802211611,1,1,0.18249984580226933,1,2
821,1,3,1,0.33400351847197784,0,0,0.016908073949327893,1,0
822,0,1,1,0.4722292033174164,0,0,0.0,1,0
823,1,3,0,0.33400351847197784,0,1,0.024349578357040744,1,1
824,0,3,1,0.01985423473234481,4,1,0.07746484096553544,1,5
825,0,3,1,0.34656948982156316,0,0,0.013565496559633922,3,0
827,1,2,1,0.007288263382759488,0,2,0.07222738817151159,2,2
828,1,3,1,0.34656948982156316,0,0,0.015126992566498259,3,0
829,1,1,0,0.7738125157074642,0,0,0.15614960068643363,1,0
830,1,3,0,0.18321186227695402,1,0,0.028212719478023115,2,1
831,1,2,1,0.005152048253329982,1,1,0.03659756266088288,1,2
833,0,3,1,0.2837396330736366,0,0,0.015330377421392339,1,0
834,0,3,1,0.22090977632571,0,0,0.016200521071217493,1,0
835,1,1,0,0.4847951746670017,1,1,0.16231419173453318,2,2
836,0,3,1,0.2586076903744659,0,0,0.016908073949327893,1,0
839,1,1,1,0.34656948982156316,0,0,0.057970539254838485,2,0
840,0,3,1,0.24604171902488062,0,0,0.015468569817999833,1,0
841,0,2,1,0.19577783362653933,0,0,0.020494635090094415,1,0
842,1,1,0,0.37170143252073384,0,0,0.060507970265993034,2,0
843,0,3,1,0.4282483035938678,0,0,0.012565163180236457,2,0
845,0,3,1,0.5224930887157577,0,0,0.014736618564782174,1,0
847,0,3,1,0.4345312892686604,0,0,0.015411575213749286,2,0
848,0,2,1,0.34656948982156316,0,1,0.06441171028315387,1,1
849,1,1,0,0.34656948982156316,1,0,0.17391981561855152,2,1
850,0,3,1,0.04498617743151546,4,2,0.06104473451835265,1,6
851,0,3,1,0.9246041719024881,0,0,0.015175789316712771,1,0
852,0,3,0,0.10781603417944208,1,1,0.029757819776815374,2,2
853,1,1,0,0.19577783362653933,0,1,0.07690367833806856,1,1
854,0,2,0,0.5476250314149284,1,0,0.050748620223090936,1,1
855,1,3,0,0.22090977632571,0,1,0.018249984580226933,1,1
856,1,1,0,0.5601910027645137,1,1,0.32179836714362564,1,2
857,1,1,1,0.6355868308620256,0,0,0.051822148727810165,1,0
858,1,3,0,0.2963056044232219,0,3,0.03758969818624431,2,3
860,0,3,1,0.5099271173661725,2,0,0.027537567642055148,1,2
861,0,2,1,0.2586076903744659,1,0,0.022446505098674838,1,1
862,1,1,0,0.5978889168132697,0,0,0.050610427826483444,1,0
864,0,2,1,0.2963056044232219,0,0,0.025374310111545468,1,0
865,1,2,0,0.5224930887157577,0,0,0.025374310111545468,1,0
866,1,2,0,0.33400351847197784,1,0,0.027049600139910042,2,1
867,0,1,1,0.38426740387031916,0,0,0.09856123757927521,1,0
869,1,3,1,0.04498617743151546,1,1,0.021730754366528396,1,2
871,1,1,0,0.5853229454636844,1,1,0.10257896680493714,1,2
872,0,1,1,0.4093993465694898,0,0,0.009759350042902102,1,0
873,0,3,1,0.5853229454636844,0,0,0.017566830077223785,1,0
874,1,2,0,0.34656948982156316,1,0,0.04684488020593009,2,1
875,1,3,0,0.18321186227695402,0,0,0.014102260811993537,2,0
876,0,3,1,0.24604171902488062,0,0,0.019217721730481106,1,0
879,1,1,0,0.6984166876099522,0,1,0.16231419173453318,2,1
880,1,2,0,0.3088715757728072,0,1,0.050748620223090936,1,1
881,0,3,1,0.4093993465694898,0,0,0.015411575213749286,1,0
882,0,3,0,0.2711736617240512,0,0,0.02052723131923771,1,0
883,0,2,1,0.34656948982156316,0,0,0.020494635090094415,1,0
885,0,3,0,0.4847951746670017,0,5,0.05684821399990475,3,5
887,1,1,0,0.2334757476752953,0,0,0.05855610025741262,1,0
888,0,3,0,0.34656948982156316,1,2,0.04577135170121086,1,3
889,1,1,1,0.32143754712239253,0,0,0.05855610025741262,2,0
890,0,3,1,0.39683337521990447,0,0,0.015126992566498259,3,0
